index,video_id,title,publishedat,channelid,channeltitle,category,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled
168329,lI21dMca3kU,映画THE FIRST SLAM DUNKCM15秒　試合開始まであと14日2022123 公開,2022-11-18,UCLhgIX2L5ZCaWdlaxR_oTAg,東映アニメーション公式YouTubeチャンネル,Film & Animation,2022-11-27,None,1242285,3540,0,1236,https://i.ytimg.com/vi/lI21dMca3kU/default.jpg,false,false
168346,6r7Sd8vynLM,ご本人君の花になるCome Again もーりー兄弟で歌ってみた,2022-11-18,UCGAt71W9yE2oxeJNgUVPGtg,もーりーアホと弟,People & Blogs,2022-11-27,None,432591,23438,0,1184,https://i.ytimg.com/vi/6r7Sd8vynLM/default.jpg,false,false
168330,dX3P45hPvuU,第一話 巨人軍コーチ対談実現第一弾は曲者元木大介一軍作戦兼内野守備コーチ,2022-11-21,UCKa1VlSq1WwdSQWv4JFdgxg,デーブ大久保チャンネル,Sports,2022-11-27,プロ野球|野球選手|野球|広島|阪神|横浜DeNA|読売ジャイアンツ|中日|巨人|ソフトバンク|西武|楽天|清原|デーブ大久保|ピッチャー,321636,3580,0,94,https://i.ytimg.com/vi/dX3P45hPvuU/default.jpg,false,false
168331,gYqXNzITuQQ,リーリエ100万円の福袋の中身がヤバすぎた,2022-11-19,UCj6_0tBpVpmyYSGu6f-uKqw,テオくんホーム,Entertainment,2022-11-27,テオくん,346286,7167,0,1219,https://i.ytimg.com/vi/gYqXNzITuQQ/default.jpg,false,false
168332,yBKCAjc0qko,夜にじさんじライバーの嫌いな食べ物だけで１日過ごしますVS葛葉,2022-11-18,UCD-miitqNY3nyukJ4Fnf4_A,月ノ美兎,Entertainment,2022-11-27,にじさんじ|nijisanji|Vtuber|月ノ美兎|つきのみと|tsukinomito,1081978,53985,0,1237,https://i.ytimg.com/vi/yBKCAjc0qko/default.jpg,false,false
168333,O4AgKuDbdd8,飯田さんと浅草で食べ呑み歩き,2022-11-19,UCkoMwk-b63Rr8jNUXg2TfCw,後藤祐樹おっととっとちゃんねる公式,Entertainment,2022-11-27,後藤祐樹|ゴマキ|ゴマキの弟|朝倉未来|ブレイキングダウン|夫婦|夫婦チャンネル|カップルチャンネル|後藤千鶴|後藤真希|モーニング娘|eejump,321737,5195,0,488,https://i.ytimg.com/vi/O4AgKuDbdd8/default.jpg,false,false
168334,R4MOriq7AVM,お台場コムドットやまと君とお台場満喫してたら才能開花しましたwww,2022-11-19,UCDOUSsWC8yW9-4miGX5Sh8Q,加藤乃愛です,Entertainment,2022-11-27,徳川家康|加藤乃愛|かとうのあ|ういのあ|三原羽衣|羽衣|TikTok|徳川家|スカイピース|きりたんぽ,648936,19170,0,467,https://i.ytimg.com/vi/R4MOriq7AVM/default.jpg,false,false
168335,nZPWLe_kWdo,DJ TATSUKI  TOKYO KIDS Remix feat Zeebra  般若 prod by MET as MTHA2,2022-11-18,UCLaAcW2lYMRFcF1PB-mHeQg,DJ TATSUKI OFFICIAL,Music,2022-11-27,None,485826,21573,0,821,https://i.ytimg.com/vi/nZPWLe_kWdo/default.jpg,false,false
168336,Ym0IgGJntC4,日本の街中にある英語の案内が間違いだらけすぎるww,2022-11-20,UCFbp2XdRpKfk7mYt_uT8dxw,Kevins English Room  掛山ケビ志郎,Entertainment,2022-11-27,English|Kevins English room|Kevin|英語|ケビン|tiktok|アメリカ|アメリカ人|おもしろ|英文法|ケビンズイングリッシュ|授業|勉強|ためになる|日本語|教育|学習|発音|翻訳|kevins english room|イントネーション|流行|ステイホーム|検証|リスニング|歌手|ボーカル|音楽|アーティスト|評価|学校|バイリンガル|バイリンガール|爆笑|ジョージア|留学|英語フレーズ|日本語訳|英和|井上ジョー|TOEIC|TOEFL|グローバル|オススメ|ネイティブ|英語ネイティブ|海外生活|国際恋愛|国際結婚|英会話|語学留学|海外留学|大学|東大|早稲田|慶應|上智|一橋|京大|バラエティ|stayhome|TikTok|インスタ|語学|掛山ケビ志郎|かけ|やま|Twitter|入試|受験|Instagram|掛山ケビン|IQ|高IQ|マルチリンガル|トリリンガル|HIPPO|多言語|マツコ会議|マツコデラックス|注意書き|案内|Engrish,992876,27488,0,1107,https://i.ytimg.com/vi/Ym0IgGJntC4/default.jpg,false,false
168337,8uN5G0Vqt28,M1グランプリ終わりました15年間ありがとうございました見取り図,2022-11-19,UCkhPBkw9YwfvyMABLvsCIXg,見取り図ディスカバリーチャンネル,Entertainment,2022-11-27,M1グランプリ|見取り図|漫才劇場|マンゲキ,642260,14136,0,948,https://i.ytimg.com/vi/8uN5G0Vqt28/default.jpg,false,false
168338,iEAwsJIK95o,BEFIRST  Youre My BESTY 30  BEFIRST 1st One Man Tour BE1 20222023 Vlog Part2,2022-11-20,UChNkqst-cjAoIbXb-ukn_tQ,BEFIRST Official,Entertainment,2022-11-27,None,203474,12742,0,632,https://i.ytimg.com/vi/iEAwsJIK95o/default.jpg,false,false
168339,-BdP8CW5vfU,冨安守田は間に合わない森保監督に奇策ありニャブリとギュンドアンが先発日本 vs ドイツ 直前情報木崎伸也さんインタビュー,2022-11-21,UC5SC8M_t0dS7jT732ixN8mw,小澤一郎 Periodista,Sports,2022-11-27,None,161181,1473,0,431,https://i.ytimg.com/vi/-BdP8CW5vfU/default.jpg,false,false
168340,36JOKZ5OKPE,過酷県庁所在地を通らずに日本縦断の旅1日目,2022-11-19,UCYTximhpSat0HHFPAI0UpUA,西園寺,Autos & Vehicles,2022-11-27,None,280477,6779,0,1175,https://i.ytimg.com/vi/36JOKZ5OKPE/default.jpg,false,false
168341,KDMPwjNSkcg,127AM Pajama Night in NYC ,2022-11-19,UCk2E0dbAyEJWnrN2bbQOcbg,NCT 127,Music,2022-11-27,NCT 127|NCT|NYC|NCT 127 NYC|PAJAMA PARTY|SANRIO|SPAO|산리오 잠옷|산리오|뉴욕|엔시티|엔시티 127|TAEIL|JOHNNY|TAEYONG|DOYOUNG|JAEHYUN|JUNGWOO|MARK|HAECHAN|YUTA|태일|쟈니|태용|도영|재현|정우|마크|해찬|유타,929766,83000,0,1844,https://i.ytimg.com/vi/KDMPwjNSkcg/default.jpg,false,false
168342,VM69NlOIrQw,息子の変化に驚くスイスの家族日本は凄い国際結婚久々の再会に衝撃,2022-11-19,UCOxXayL3TDwJkmR8DIuIi_g,Amis Life スイス4人暮らし　,People & Blogs,2022-11-27,None,1151324,7147,0,149,https://i.ytimg.com/vi/VM69NlOIrQw/default.jpg,false,false
168343,KaDs-boTpEQ,ヒカルとふくれなに全力で助けを求めました,2022-11-20,UCp7GNebwQ2z8coZ4wV5_Eiw,中町純平のマジ酔ってるわ,Entertainment,2022-11-27,中町JP|中町兄妹|中町兄弟|兄弟|中町綾|ジュキヤ|マジ酔い,253748,7382,0,524,https://i.ytimg.com/vi/KaDs-boTpEQ/default.jpg,false,false
