trending_no,video_id,title,publishedat,channelid,channeltitle,categoryid,trending_date,tags,view_count,likes,comment_count
0,-rfCz0u7e4c,ملخص مباراة البرتغال والأوروغواي  البرتغال تهزم أوروغواي وتبلغ ثمن النهائي,2022-11-28,UCJUCcJUeh0Cz2xyKwkw5Q1w,bein sports,Sports,22.29.11,البرتغالالأوروغوايكأس العالمأهداف البرتغالرونالدوبرونوملخص مباراة البرتغالportugalgoalsbeinبي ان سبورت,1897645,42589,1098
3,h_4sNd8tblY,ملخص مباراة كوريا الجنوبية وغانا  غانا تتجاوز عقبة كوريا الجنوبية باقتدار,2022-11-28,UCJUCcJUeh0Cz2xyKwkw5Q1w,bein sports,Sports,22.29.11,none,1647920,30813,1688
7,QKL7UmvZ7Ms,كبرت عيلتنا  اخيرا اتقدم لها,2022-11-28,UCGsO2WD0ub_IIgnazwZ-AnA,ziad  sara زياد و سارة,People & Blogs,22.29.11,ziad sarasara ziadsaraziadزياد و سارةسارةسارهزيادزياد ابو شعرسارة ملصدبيالاماراتالسعوديةجدةقطرالرياضخطبخاطبعرساتقدم لهافراساتزوجاخيرا اتقدم لها,471342,36573,1104
1,883Z-RvsAGo,عزومة نص الليلصحيتهم وفاجئتهم بالمحمر والمشمرصنعنا الفرحة,2022-11-28,UCUrPw917GvHIlxFQfhouqnw,يوميات ام زياد,Entertainment,22.29.11,none,254989,29740,449
5,55XJ1ObZKaM,billie eilish same interview the sixth year  vanity fair,2022-11-28,UCIsbLox_y9dCIMLd8tdC6qg,vanity fair,Entertainment,22.29.11,billiebillie 6billie eilishbillie eilish 2022billie eilish 6billie eilish interviewbillie eilish same interviewbillie eilish sixth yearbillie eilish trailerbillie eilish vanity fairbillie eilish vanity fair interviewbillie eilish year 6billie interviewbillie same interviewbillie trailerbillie vanity faireilishsame interviewtime capsulevanity fairvanity fair billievanity fair billie eilishyear 6year six,2825359,242798,10249
8,tPc8nEQu46o,اجمل يوم بحياتي في بغداد من قطر,2022-11-28,UChOPyo-uWLVi5uO53mSBX-w,noor stars,Entertainment,22.29.11,قصص نور ستارزnoorstarsnoorstars21نورستارزnor starنور استارزnour starقناة نور ستارزنور ستارز لو خيروكnoor starنورنور ستارnoor starsنور ستارزستارزستارلو خيروك نور ستارزنور ستارز مقلبلو خيروكنور ستارز قصصnoorstars21 لو خيروكnoorstars21 مقلبnoor stars لو خيروكbanen starsبنين ستارزبنين ونورنور وبنيننور وبنين ستارزqamarqatar dohasaudi arabiaqatarقطرالسعوديةالدوحةقمرابوفله,388067,35851,1558
6,zJfkunQFVDw,portugal beat uruguay 20 in fifa world cup  goal highlights,2022-11-29,UC83jt4dlz1Gjl58fzQrrKZg,cna,News & Politics,22.29.11,cnachannel newsasia,3036760,27422,1105
2,VStzyJ44Lt4,ليه قطر هتفكك الملاعب بعد انتهاء كاس العالم,2022-11-28,UCe1m3ZH68Q8314yqulWHTcw,عشوائيات,Education,22.29.11,عمرو عابدينحقائقغرائبفضاءطبيعةبريةتكنولوجيعلوم,249589,15061,481
10,93KmHm4ggPo,الكورة مع السلامة  الحلقة الأولى  البرازيل,2022-11-26,UCqW7G8SmyeEeQYzLOk5tdSg,da7ee7  الدحيح,Science & Technology,22.29.11,الدحيححلقة الدحيحبرنامج الدحيح الجديدبرنامج الدحيحdaheeheldahihelda7ee7eldaheehدحيحالدحيح da7ee7احمد غندور الدحيحdaheeh الدحيحكأس العالمقطرfifa world cup 2022البرازيلفيديوهات كأس العالمفيديوهات كأس العلم 2022,868602,84443,2718
18,qyAiaSApdWQ,برعاية السيد رئيس الجمهورية تحتفل جمعية رسالة بيوم التحدي في الجمعة 2 ديسمبر,2022-11-23,UCxVI2zPoiJIja40NmG4PCDw,resala charity organization,29,22.29.11,مبادرة يوم التحديذوي الاحتياجات الخاصةيوم التحديأغنية يوم التحديجمعية رسالةرسالةوزارة التضامن الاجتماعيأول جمعة من ديسمبرresala charityresalaوزيرة التضامن الاجتماعيذوي الهممالسيسيمصرالحدائق العامةمبادرة جمعية رسالةإعلان جمعية رسالةإعلان رسالةنانسي عجرمبيج راميراغب علامةتامر حسنيغادة عبد الرازقالتحالف الوطني للعمل الاهلي التنمويالعمل الأهلي في مصرجمعية خيريةالجمعيات الخيرية في مصرجمعية رسالة للأعمال الخيريةاتبرع,2198150,429,45
24,_JLRiAf_W6E,سورة الكهف القارئ الشيخ ماهر المعيقلي surat al kahf full,2022-11-25,UCaZEQtIQkmaWnj3dPeYw9xA,salam  سلام,Music,22.29.11,none,544274,3864,151
15,NjJhvY7JO88,ميسي غير  والحكم قتل المنتخب السعودي  وهذه مشكلة المنتخب التونسي,2022-11-27,UCxUPU7lI249SW_j5WgByJRA,محمد عدنان mohamad adnan,Sports,22.29.11,محمد عدنانmohamed adnanmohamad adnanكاس العالمالمغرب بلجيكاتونسworld cupاسترالياكاس العالم قطرالمساكنيمعلولعليargentinabrazilspainبلجيكاالدنماركالمنتخب السعوديالسعوديةميسيرونالدومبابيفرنساهدفملخصتحليلمباراةنيماراهدافقطرمنتخبقطر السنغالالبرتغال غاناكريستيانو رونالدوsaudi arabiahighlightsالسعودية بولندابيدريviniciusfranceاشرفحكيميحكيمزياشكرواتياكريستيانوكورياسواريزكافانيالارجنتينلوكاكواليابانالدوسريبولنداسالمايريكسين,1734380,299380,6194
21,8oqZ9lGRg7o,تحدي الثلاثين نسخة كأس العالم سليمان عبدالغفور يواجه محمد الصراف,2022-11-25,UCqe2V_eejw-b5SeOw63TQNw,m12 alfouzan  قدم الكرة,Sports,22.29.11,مساعد_الفوزانكأس_العالمقطرالسعوديةتونسمصرالجزائرالمغربتحدي_الثلاثينقدم_الكرةميسي,577924,58562,888
20,H9N52UdcGJg,لعبة فري فاير لايت صدمتني,2022-11-27,UCJhAZAK6t92znGV9tMuy7eQ,ali omar,Gaming,22.29.11,فري فايرعلي عمرحرق الحضناتعلي عمر حرق احداثتحدي علي عمرالفوز في ايفونخدع فري فايرقصص علي عمرali omarfree fireاقوى تحدياتتحدي الفوز من اول كيمالعاب فري فايرتحديات علي عمرعلي عمر شرح حدث الجديدتجربة فري فاير الجديدةتجربة تحديث الجديدشاهد علي عمر يجرب تحديث الجديداخيس لعبةاجمل لعبةخريطه ترفع الضغطنسخه الجديدة تخليك تحذف فري فايراحداث فري فايرشرح العبه الجديدةاشياء جديدة نزلت في العبهرائي علي عمر في فري فاير الجديدة,194673,27964,2505
23,pHbLXZThxY8,من 001 الى كأس العالم قطر في 30 يوم اليوم 26,2022-11-28,UC4kb-WfHhIQoKyd6ixL9kWw,كمستكا,Gaming,22.29.11,none,671256,70434,2512
16,LSZRAym-d-s,سجنت اخواتي في غرفة كلها بالون تخانقوا,2022-11-26,UCJpTKAPjRh-ThyHXN6r7kxg,sherin amara,Comedy,22.29.11,جواهر_شيرينsherine beautyشيرينشيرين بيوتىمشترياتتحديات شيرين و نارينميك ابفلوجتحديات شيرين و بسامsherinemake upمقالبشيرين بيوتيsherins beautyناريننارين و شيرينشيرين و ناريننارين و شيرين وسيدراتحدياتتحديمشترياتيqaاساله و اجوبهمشترياتي للمدرسةتحديات شيرين ونارينجوله في غرفتيجواهر شيرينتحدي لو خيروكتحدي الاكلرده فعلي عليhaulsفيديوهات تمثيليهvlogs,805456,50802,1529
25,A9UtA92siBo,أول مرة نجرب الكرفان في البر  دخل علينا فجأة,2022-11-25,UC7loSNYw43oSTLlThtm_Ytw,قناة سعود saud channel l,Entertainment,22.29.11,فلوقتحديكشتةسعودكرفانابو محمدsaudsaud channelsaud brothers,2146266,140464,3934
30,HjOP5be83Jo,كواليس مباراة السعودية و الأرجنتين  22 نوفمبر 2022 يوم لا ينسى,2022-11-24,UCSSHK4M_OXOCtrAqbgvUHnw,المنتخب السعودي,Sports,22.29.11,السعوديةالأرجنتين,2372236,86902,5605
34,AYh-GW2QEy0,dreamers  qatar 2022 official soundtrack  أغنية قطر ٢٠٢٢ الرسمية دريمرز  الحالمون,2022-11-22,UCGr_NBOWno4FyhHY6gWeAng,qatar2022,Sports,22.29.11,world cup officialfifa world cup qatarworld cup qatarqatar 20222022 world cupworld cup stadiumsfootball world cup qatarjungkook at fifa world cupjungkookbts방탄소년단,5042289,29134,948
28,H9TSp1p-gkg,ماين كرافت ولكن كل شيء يحاول يقتلنا,2022-11-25,UCnhrJ6_Y4hq-iEP80pUr1Cw,haiperexe,Gaming,22.29.11,none,325071,21188,529
36,I5sy6RPruag,روبلوكس  الهروب من اخطر قرش مفترس يبي ياكلنا  otakugamer  أوتاكو قيمر,2022-11-25,UCoZ-SR865yc4IvvVVqkixpQ,rahumi  رحومي,Gaming,22.29.11,ماين كرافتروبلوكسماينكرافتجرانياوتاكورحوميrahumiotaku gamer,270902,15886,477
27,KdwretB2-7Q,أول تعليق من محمد ناصر على فوز المغرب وموقف اللاعب أشرف حكيمي المؤثر بعد تقبيل رأس والدته,2022-11-27,UC822umWD6D8sSq9ikXf5nsw,القناة الرسمية للإعلامي محمد ناصر,People & Blogs,22.29.11,المغرب بلجيكامحمد ناصرمكملينبرنامج مصر النهاردةالحلقات الكاملة مصر النهاردةمحمد ناصر بث مباشرالإعلامي محمد ناصرناصر مكملينمصر النهاردةكأس العالم مباشركأس العالم قطر 2022 مباشرأشرف حكيمي اليومأشرف حكيمي وزوجتهالمغرب وبلجيكا 2022فوز المغرب على بلجيكافوز المغرب بكأس العالمفوز المغرب اليوممونديال قطر 2022 بث مباشركأس العالم 2022,251946,9800,822
31,O8yZZF7Qh5A,جربت أغرب وصفات أكل المتابعين  2022,2022-11-25,UCjxtmM9Zb5eCu9W_IL8R8XA,malak tube,People & Blogs,22.29.11,هيا ومرامملاك تيوبهياملاكمراموصفات اكلاغرب وصفات اكلوصفات المشتركينوصفات المتابعيناغرب وصفات المشتركيناطيب وصفات اكلوصفات اكل غريبة,221548,16432,530
35,FanGaRFeumA,أكل شوارع كأس العالم في قطر  كنافة في المونديال,2022-11-25,UCl3dlJdgwqcQLO77OVabKNg,basil elhaj باسل الحاج,People & Blogs,22.29.11,none,361031,16444,478
37,2cvvuphIvDA,تحدي السقوط في الماء  لك 3 ثواني للنجاة,2022-11-24,UCVXFRM2jUeYyrp2Y9laB8WA,saud brothers,People & Blogs,22.29.11,تحديالماءالسقوطسعودسعود واخوانهsaudsaud channelsaud brotherschallenge,1518836,87844,1428
41,mB9nTnvOKBE,اكلت شريحة لحم ذهبية بقيمة 10000 دولار ذهب قيراط,2022-11-26,UCbHU7ouxaMgfyWSUtI4QK8Q,mrbeast in arabic  مستر بيست بالعربي,People & Blogs,22.29.11,لعبة الحبار بالعربيمستر بيستمستر بيست لعبه الحبارمستر بيست بالعربيمستر بيست مترجمةmr beast in arabicmrbeastمستر بيست بالعربي مدبلجمستر بيست مدبلج,676029,48697,1462
33,aS-Y-mLIWZ8,ما اقدر اروح لكأس العالم,2022-11-25,UCqq5n-Oe-r1EEHI3yvhVJcA,aboflah,Entertainment,22.29.11,أبوفلهفلهgamesالفلاويهقيمزaboflahحسنأكبر صانع محتوى قيمنقتحديتحديات2022قصةكأس العالم,3311617,442157,20207
43,sWzjoR0ATMw,فجأت بابا حبيبي  بأكتر اكله بيحبها من ايدي,2022-11-22,UClEUcj1GGQ1zWQv5AQZXm6A,يوميات تيتا ام وفاء,Entertainment,22.29.11,none,492170,27108,383
40,EW-_u8NENoc,قضيت ٢٤ ساعه في جزيرة منعزلة,2022-11-22,UCmWV4bvAO4vUQtRZayT1usw,ayatee,Howto & Style,22.29.11,قضيت ٢٤ ساعه في جزيره منعزله٢٤ ساعه في جزيرهجزيره منعزلهayaayatee٢٤ ساعه في جزيره منعزلهقضيت يوم كامل في جزيره24 hours in an islandتحدي جزيره منعزله ٢٤ ساعهتحديتجربهآياتيايهمختبر اياتيجزيرهجزيرة,2389204,121222,5302
42,BYVZh5kqaFg,egg drop from space,2022-11-25,UCY1kMZp36IQSyNx_9h4mpCg,mark rober,Science & Technology,22.29.11,none,19314042,652164,22927
54,rb0bjyt1OD0,tukoh taka  official fifa fan festival anthem  nicki minaj maluma  myriam fares fifa sound,2022-11-18,UCpcTrCXblq78GZrTUTLWeBw,fifa,Sports,22.29.11,nicki minajnickiminajmalumamyriam faresmyriamfaresmusicfifa world cupmusic videoworld cup songworld cup musicworld cup music videomusicaworld cupworld cup theme tuneworld cup theme songworld cup songqatar world cup theme songfootballfifaofficialsoccerfutbolfutebolfußballfussballcalciovoetbalكرة فوتبولगलवरलड कपसकलसफटबलgolpiala duniamendribel bolaketerampilanไดประตชงแชมปโลกฟตบอลทกษะofficialsoundtracksoundtrack,42677249,744113,97862
47,v1S5_5ajNrs,ماين كرافت 18 ماذا يوجد داخل البوابة الحمراء pixel craft18,2022-11-26,UC3CFqU4KlktVPPJ1Km87pRg,مصطفى game over,Gaming,22.29.11,ماين كرافتminecraft,420557,56801,2897
50,WvI02dsgiXg,تركت اليوتيوب بسبب خطوبتي  حقيقة أم اشاعة,2022-11-23,UCT8_xgAtnJmH3hIiowwa6XQ,rahaf pro,People & Blogs,22.29.11,رهفرهف بروrahaf prorahafroutinemorningخطوبةحفليوتيوبتركتاعتزلت,757870,47793,2039
51,RHG8fIBN7EE,اول واكبر عزومه عملتها لاهل زوجي الغالي,2022-11-20,UCf3-0eMPAwCpT92hBq5l1Bw,sodfa kitchen,People & Blogs,22.29.11,none,349339,14858,1161
46,72oQUQfe5Zw,scoring 1 amazing goal with every world cup ball 19302022,2022-11-25,UCQ-YJstgVdAiCT52TiBWDbg,chrismd,Entertainment,22.29.11,none,2454364,117185,1851
52,N3yckVp1C9g,سورة الكهف كاملة أجمل تلاوة في يوم الجمعة المباركة تريح الاعصاب وتجلب الرزق  راحة وسكينة وهدوء,2022-11-25,UCkdyjOzo6jkrM2tvC4pnx7A,أجمل تلاوات القرآن الكريم,Entertainment,22.29.11,سورة الكهف اسلام صبحيسورة الكهف مكتوبةسورة الكهف المنشاويقراءه سورة الكهفسورة الكهف ورشسورة الكهف بصوت الغامديسورة الكهف في المنامسورة الكهف العجميسورة الكهف عبد الباسطسورة الكهف بصوت العجميسورة الكهف ماهرعبد الرحمن مسعد سورة الكهفسورة الكهف تلاوة جديدةسورة الكهف كل جمعةفضل سورة الكهفدعاء ليلة الجمعةsurah al kahfal quran surah kahfsurah kahf fullسورة الكهف روعةسورة الكهف صوت جميلسورة الكهف كاملةالقارئ أبوبكر الظبيأبوبكر الظبي,342041,2851,174
53,SaexuDhvFy8,شافت ابوها فاجأة بعد غيابمين يشهد للعروسة,2022-11-21,UCLACApi-a7dewNn6EysoE4w,يوميات حمدى ووفاء,Entertainment,22.29.11,none,2085592,109381,3267
55,ofXWjDekZ9g,تحدي ظروف الحظ  تشتري بالفلوس اللي تطلع لك,2022-11-21,UC7loSNYw43oSTLlThtm_Ytw,قناة سعود saud channel l,Entertainment,22.29.11,تحديتحدياتسعودقناة سعودسعود واخوانهتحدي الظروفالحظظروف الحظchallengesaudsaud channelsaud brothers,1870109,177914,2214
58,yr_22BqfD1I,جربت أغلى تنظيف بشرة في مدينتي 400   صدمة,2022-11-20,UCUiC-QhzaBHg6dMc5SZ3fSw,rawan dash,Entertainment,22.29.11,none,534825,33625,1163
60,R5nOsztGJpY,مفاجأة رنا رئيس اتخطبت على الهواء مع منى الشاذلي رد فعلها حكاية,2022-11-18,UCcucB5aJ0xmv5OEKQwzAUjw,معكم منى الشاذلي,Entertainment,22.29.11,معكم منى الشاذلىبرنامج معكممنى الشاذلىcbcاحتفالات سي بي سيحفلاتma3kommonaبرنامج منى الشاذليmona elshazelyبرنامج منى الشاذلي على cbcحلقات منى الشاذلى يوتيوبمنى الشاذلي ٢٠٢٠معكم منى الشاذلي ٢٠٢٠,2236907,34877,1915
87,udYAScIPRvE,أقوى مقلب في بوخلود من ارتفاع 30 الف قدم,2022-11-20,UCQIFqvNXQavNXGpyy6LEp0A,loko friends,Entertainment,22.29.11,لوكوفرندزلوكوفريندزطيرانتحديتحدياتضحكوناسةسفرتحديات بحرتحدي جويبوخلوديوسفيويوكوكوهوشةأعمق مسبحمسابحبحريةبحركورةنطاتقفزاتطييارةسكادايڤskydivingلوحوفريندزلوجولوكوو,480586,21750,307
61,phwk_U5U_jg,تابعت كل مباريات كاس العالم ال64 من الملعب اليوم 1,2022-11-21,UCwBGFE-r7YeFFHT7JmxWPgg,osama marwah i اسامة مروة,People & Blogs,22.29.11,قضيت٣٠ساعةبدونحواسيالخمسةاكبرلعبةغميضةمعاليوتيوبرزفيملعبافتتاحكاسالعالمقطراستادعائلة انصالةانس و اصالةانساصالةنارين عمارهنارين بيوتيشيرين عمارهشيرين بيوتينور ستارزغيث مرواناحمد النشيطاسامة مروةاوسي مروةاكبر لعبة غميضة اكبر لعبة غميضة مع اليوتيوبرز في ملعب افتتاح كأس العالمقضيت ٣٠ ساعة بدون حواسي الخمسةاكثريوتيوبراختفيتلمدة100اختفيت لمدة 100 ساعةكأس العالمقطر ٢٠٢٢قطر 2022كأس العالم قطر 2022رقم قياسيمحمد عدنان,1418472,110096,3228
67,F70uqijj0lY,وش يصير اذا تحدينا بعض ناكل جميع الاحرف,2022-11-21,UCPGIpOrnHVEp3pDLiJTCEqQ,zeeyad x,People & Blogs,22.29.11,شونق بونق فورتنايتشونقشونق بونقباورshongxbongبونقخشببندريتاابو فلهpower,831628,74053,1154
65,MQ-bL-qtvk0,تحدي رجعنا على المدرسة انا و أخواتي,2022-11-20,UCWXYdNyGX01rnTB-tQci8JQ,narins beauty,Entertainment,22.29.11,narıns beautyنارينتحديات شيرين و نارينمقالبميك ابنارين بيوتىفلوجmake upbeautynarineتحدياتلو خيرونيروتيني اليوميroutineاسئله و اجوبهانواع البناتمشترياتيرحلاتسفرروتيني الصباحيروتيني المسائيتحدي الضحكhaulsفلوجاتvlogدقيقه لتشتري اي شيشيرين بيوتينارين و سيدرا و شيرينسيدرا بيوتيشيرو شونارين و اخواتها,1622518,95510,4893
66,kwaom-CspXg,فرد جديد بعيلتنا  اخيرا رح ارتاح,2022-11-21,UCpr3OHATk39UBC4-enlNl-Q,nour tv,Entertainment,22.29.11,noor tvقناة نورنور تيفيفرد جديد بعيلتنامكنسة ديبوتالمكنسة الذكيةمكنسة ريبورتمكنسة الريبورت الذكيةمكنسة وممسحة ريبورتنور تي في تنظيفdeebot x1 omniمكنسة روبورتمكنسة الروبوتتجربتي مع مكنسة الروبوتالمكنسة الذكية الروبوت,544761,43222,1316
68,UpJk7757a7Q,عملت قهوة من الصفر,2022-11-21,UCfHQNqZvMxolYRy-x1uE9fQ,saba shamaa,Entertainment,22.29.11,sabasaba shamaasingersongsmusictiktokchallengeslaughmiddle eastmenaصباصبا شمعهاغانيمغنيةموسيقىتحدياتالشرق الاوسط24ساعةعملت قهوةقهوةفلسطينالاردنتحدييوم كاملصنع قهوةمصرالسعوديةvlogفلوقcoffeeحليببقرفلوقاتابو فلةاحمد ابو الربahmad aburobغريبجديد٢٤ ساعةمن الصفرسكينةنور ستارزانس و اصالةعيلةضحكجيمنجمحمد عدنانلايكسبسكرايبتيكتوكساعةبقرةمصنعغريبةابداعصدمةسورياالعراقالمغربالجزائرقطرالوطنالعربييوتيوبانستجرامترند,411102,28228,1009
70,eurIn0kn7jc,بعد اللي شوفناه في حياتنا  ربنا عوضنا ومسابناش اتمرمطنا اللهم لك الحمد,2022-11-17,UCUrPw917GvHIlxFQfhouqnw,يوميات ام زياد,Entertainment,22.29.11,none,749189,55534,839
144,DMHT3ZD9pUg,امي تحاول تلاقيني وعينها مغمضة  مؤثر,2022-11-13,UCWKF7jRIPLVBcnE2p993yAg,bessan ismail  بيسان اسماعيل,Entertainment,22.29.11,bessan ismailبيسان اسماعيلanasانس الشايبانصالةانس وبيسانبيسانامهاتخطبةزواجحبعلاقةغيثمروانخطبت,1203275,84836,4926
71,4FIuMbju0vg,القرنبيط المقرمش اوووي من غير بيض وبمقادير بسيطه جدا دقيق ومايه ماتيجوا نشوف,2022-11-18,UCwV9Jz9SUT436PQ4-XE7N2w,الشيف هاله فهمي,Education,22.29.11,طريقه عمل القرنبيطالقرنبيط المقلياسهل طريقه لعمل القرنبيطقرنبيط مقرمشقرنبيط باللحمه المفرومهقرنبيط فاطمه ابو الحاتيقرنبيط بالفرنقرنبيط بالبشاميلقرنبيط دايتقرنبيط مروه الشافعيقرنبيط بدرن بيضقرنبيط محمد حامدقرنبيط هبه ابو الخيرقرنبيط صدفه جادقرنبيط اسرار المطبخ مع سمرقرنبيط نجلاء الشرشابي,319975,6614,226
77,BLqLcCs0gTw,تحدي الثلاثين نسخة كأس العالم طلحة أحمد يواجه سهيل الحويك,2022-11-18,UCqe2V_eejw-b5SeOw63TQNw,m12 alfouzan  قدم الكرة,Sports,22.29.11,تحدي_الثلاثينكأس_العالمقطررونالدوكريستيانومانشسترريال_مدريدطلحة_أحمدقدم_الكرةqatarworldcupworld_cupronaldocristiano,793477,93048,1870
78,AiBXqQPA7EU,حلقة 11 مسلسل العائلة الفقيرة,2022-11-20,UC8_rCtlS9TF6bPN6JP_8bQw,أترو بلس atro plus,Gaming,22.29.11,ببجيبوبجيببجي موبايلpubg mobileتحالفافضل لاعب في ببجي موبايلهكرهاكصناديقفتح صناديق ببجيشروحاتكمينفتح صناديقتهكيرمقلبتحشيشبابجياتروatro55تثبيت سلاحمحترفلاعب صينيفلوسبلاشمجانيكيفشرحتحديات اسبوعيةاربيتحديثشداتتحدياتالوانروماتبث ببجيصندوق ببجيبكجاتcratespubg cratesببجي صناديقسحبات ببجيملابس ببجيدولاب الحظيتروatropubg uc,322802,45296,10189
80,NcmwJtoD1Ys,حاولت اعيش كشبح في ماين كرافت,2022-11-19,UCRoN26RkGIVJx010SLgkP3w,flix,Gaming,22.29.11,none,404606,32447,645
75,CDwMk5cZNL8,اللي فاكر فاكر  كأس العالم في الخيبة,2022-11-19,UC8J_3JJ-Sjv7kUocEiEZcnQ,peace cake,Comedy,22.29.11,بيس كيكpeace cakeبيس اوف كيكرومانسية منسيةاللي فاكر فاكرلماذا نحن هناامسك نفسكيايا صافييايا صاديحازم راغبمروان إماممحمد البرعيعبدالرحمن مجديyaya safiأستاذ حازممحتوى عربيصناع محتوىيوتيوبرromanseya manseyaemsek nafsakamsak nafsaksafi yayasafy yayasafy romanseyayaya romanseyaياياجميلات بيس كيكحلقة أسماء أبو اليزيدلايناتلاينات رومانسية منسيةكاس العالمالخيبةاللي فاكر فاكر كاس العالم,665534,39390,1827
74,T2ToZvCtsF0,وش يصير اذا تحكمت بأعضاء فله باور    نظف المسبح و لك 10000,2022-11-23,UCluPPa2FoTzks_JupmO4KkA,ffearfful,Entertainment,22.29.11,فيرفولفيرفلفلفلفنجالبندلهراكانوبندريتافيصلffearffulfortniteفورتنايتسكوادسولوانجليزيامهقابلتعربياحراجثامرسالمثمنسمنسفقراندقراندقراند الحياة الواقعيةقراند الحياه الواقعيةقراند الحياه الواقعيهقراند الحياة الواقعيهسكوبالعنزيبابلودرع العربفرفولفرفلفر فرفيفولفيرفوولفييرفولغدرراكانالبطلفنجال بن دلهرعبالعابايميfearfulferfulقصةاميشونقبونققصه,987618,89019,3478
81,jEwfBNYC_IE,اول شخص يفتح الخزنة يفوز,2022-11-23,UCm6dEXyAMIy0njEOW-suLww,powr esports,Entertainment,22.29.11,none,1174474,100354,1563
86,-UWGms0Nxb8,قصة الشاب القطري الذي ظهر بجوار مورغان فريمان في حفل افتتاح كأس العالم,2022-11-20,UCahpxixMCwoANAftn6IxkTg,alarabiya العربية,News & Politics,22.29.11,العربيةمباشرسياسةأخباراخبارتقريرal jazeeraalarabiyaالبث الحيالبث الحي لقناة العربيةlive streamالجزيرةالجزيرة مباشرالحدثقناة الجزيرةسكاي نيوزقناة العربيةنادين خماشصهيب شرايرلارا نبهانخالد المدخليسارة الدندراويعادل عيدانبودكاستliveالجزيرهالعربيهتحقيقاتوثائقيلايفتطبيقتليجرام2021googleبث مباشرvodlivestreamالبث المباشرستريمموجزنشرة الاخبارواتساببايدنالكونغرس الامريكيقطربرودكاستالسعوديةالعربية بث مباشركورونافيروس,1023737,12887,722
76,T_37MmeQiLU,اللغة الإنجليزية ثالثة ثانوي  شرح منهج الثانوية العامة كاملا  الدرس الأول,2022-11-18,UCHrD4qdeQc1BbpG6EPqDBcA,zamericanenglish,Education,22.29.11,كورس شاملكورس شامل لتعلم اللغة الانجليزيةكورس انجليزي,256545,22291,2492
83,16MMSzu0844,مين قال للثاني بحبك اول,2022-11-17,UCFGZTrhn2GbEsgQ8-12-rIA,ghaith marwan غيث مروان,Education,22.29.11,تحديفلوقvlogغيث مروانغيثتحديات غيثمقالب غيثghaithghaith marwangaithمقالبكريم ديبعمرو قضاهزياد و سارةايدياسلامانس و اصالةانصالةاسامة مروةتيم مروانمين قال للثاني بحبك اول  غيث و سارةghaith and sara,4750802,340099,16235
100,EzDz6w3YO8I,موقف سارة من معجبات غيث مروان,2022-11-17,UCAxlHA5CgHE_53PVKqVA1Hw,صباح الخير يا عرب,Film & Animation,22.29.11,none,1639905,77206,1248
101,Z02zptUN8gI,karol g ovy on the drums  cairo official video,2022-11-13,UCz9yS18zJGQObwUL_K-ICnw,karolgvevo,Music,22.29.11,karolcairocairo karolkarol cairomaldygatubelakarol gatubelagatubela karolgatubela maldyprovenzamami karolmami200 copas karolmami karol beckykarol beckybichota karoltusamusicaprovenza karol letracancionesprovenza karolocean karolel barco karolcarolbichotadont be shybad bunnycanciones de karolbecky200 copasmúsicakarol 200 copasplan,34020154,921550,45962
89,lzNPHARjoxs,ميسي وينو كسرنا عينو,2022-11-23,UCKrzNQINh6mc03WbgMA5EGA,عبدالله النعيمي,Sports,22.29.11,عبدالله النعيميعبد الله النعيميالنعيميبرشلونةريال مدريدمدريدالبارساالليغادوري الأبطالالابطالردة فعل,615952,50317,1761
104,3DGztcamZWA,the best moments in world cup opening ceremonies,2022-11-19,UCpcTrCXblq78GZrTUTLWeBw,fifa,Sports,22.29.11,footballfifaofficialsoccerfutbolfutebolfußballfussballcalciovoetbalكرة فوتبولगलवरलड कपसकलसफटबलgolpiala duniamendribel bolaketerampilanไดประตชงแชมปโลกฟตบอลทกษะكأس العربqatarدولة قطرworld cup qatar 20222022 world cupfifatvwatch arab cupهدف,16962114,232904,5519
94,lAXxQL377M0,حجزت لليوتيوبرز اغرب سكن في كأس العالم قطر,2022-11-21,UCOeqhT9p_VmS8NOHQvhp2FQ,aziz  عزيز,Gaming,22.29.11,فيفاجيمرزالعابجيمنجسعوديقيمرزبندربندريتاماريوفورتنايتفورتنايتاحمدشوفلةابوابوفلةببجيموبايلعزيزتشوبرزعبيرابو عبيرقلورياوبلزفيرفولشونقشحنةبكجبكجاتايكون,319584,24168,250
95,PRo_3V9bXX0,أول يوتيوبر يوقف على هذي البلوكة يفوز,2022-11-18,UCnhrJ6_Y4hq-iEP80pUr1Cw,haiperexe,Gaming,22.29.11,none,385885,23638,902
102,q6xZ7PB2sLY,اخيرا سيت اب الاحلام   فاجئت العيال وصدمتهم   setup,2022-11-19,UC78Jo4xXY5vyUVOeZVZFtdw,دربحه drb7h l,Gaming,22.29.11,ابو فلهبندريتاشونق بونقنويصراوبلزدربحهباورpowr esports,694897,102169,2484
91,5CiQ7onWyW8,أنا مشجع سعودي في كأس العالم  عمر_يجرب,2022-11-23,UC7lfpgPpjx7YvuE12_UcGrg,عمر فاروق omar farooq,People & Blogs,22.29.11,عمر يجربعمر_يجربomar farooqbahrainعمرفاروقالبحرينomr94omarfarooqسنةbtsاكتشافقطركاس العالمكأس العالم٢٠٢٢الأرجنتينمشجعينمباراةمشجعتشجيعلقطةworld cupfans2022qatardohaargentinabrazilmatchhighlightsqatar world cupqatar2022messiwinميسيوينهكسرناعينه,1302155,95361,3117
